,Description,Director,Runtime (Minutes),Action,Adventure,Aniimation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Success
636,A writer indulging in all that Los Angeles and Las Vegas has to offer undertakes a search for love and self via a series of adventures with six different women.,Terrence Malick,118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
637,"In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago.",Rob Cohen,112,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
638,"A titan of industry is sent to prison after she's caught insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",Ben Falcone,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,Jonathan Jakubowicz,111,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,Juan José Campanella,129,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
641,A tough U.S. Marshal helps a stubborn teenager track down her father's murderer.,Ethan Coen,110,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
642,"Caught between a forbidden romance and the expectations of his friends, aspiring DJ Cole Carter attempts to find the path in life that leads to fame and fortune.",Max Joseph,96,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
643,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",Seth MacFarlane,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
644,"In 1967 Los Angeles, a widowed mother and her 2 daughters add a new stunt to bolster their seance scam business, inviting an evil presence into their home.",Mike Flanagan,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
645,"In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters to find the mythical Golden Fleece while trying to stop an ancient evil from rising.",Thor Freudenthal,106,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
646,"An attorney, intent on climbing the career ladder toward success, finds an unlikely opponent in a manipulative criminal he is trying to prosecute.",Gregory Hoblit,113,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
647,"A woman tries to exonerate her brother, who was convicted of murder, by proving that the crime was committed by a supernatural phenomenon.",Mike Flanagan,104,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
648,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",Martin McDonagh,107,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,McG,103,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
650,"A look at the early years of boxer ""Irish"" Micky Ward and his brother who helped train him before going pro in the mid 1980s.",David O. Russell,116,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
651,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",Kirsten Sheridan,114,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
652,"A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.",Jon Favreau,114,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,"Col. Katherine Powell, a military officer in command of an operation to capture terrorists in Kenya, sees her mission escalate when a girl enters the kill zone triggering an international dispute over the implications of modern warfare.",Gavin Hood,102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
654,"Jerry and Rachel are two strangers thrown together by a mysterious phone call from a woman they have never met. Threatening their lives and family, she pushes Jerry and Rachel into a series of increasingly dangerous situations, using the technology of everyday life to track and control their every move.",D.J. Caruso,118,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
655,"A wealthy family are held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal.",James DeMonaco,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
656,"A stranger in the city asks questions no one has asked before. His childlike curiosity will take him on a journey of love, laughter, and letting go.",Rajkumar Hirani,153,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
657,"Famed archaeologist/adventurer Dr. Henry ""Indiana"" Jones is called back into action when he becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.",Steven Spielberg,122,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
658,"After an all night adventure, Quentin's life-long crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime.",Jake Schreier,109,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
659,Life for the residents of a tower block begins to run out of control.,Ben Wheatley,119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,"James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource. All the while, he still tries to seek revenge over the death of his love.",Marc Forster,106,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
661,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",Dean DeBlois,98,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
662,"Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",M. Night Shyamalan,110,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
663,"As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi.",Darren Aronofsky,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
664,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,John Lasseter,106,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,"Five carnival workers are kidnapped and held hostage in an abandoned, Hell-like compound where they are forced to participate in a violent game, the goal of which is to survive twelve hours against a gang of sadistic clowns.",Rob Zombie,102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
666,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",Jaume Collet-Serra,113,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
667,"A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.",Tarsem Singh,117,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
668,A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.,Bruce A. Evans,120,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
669,Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.,Chris Evans,95,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
670,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",Paul Greengrass,134,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
671,"The adventures of teenager Max McGrath and his alien companion, Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel.",Stewart Hendler,92,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
672,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.",Genndy Tartakovsky,89,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
673,Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,Peter Berg,92,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,Two sisters decide to throw one last house party before their parents sell their family home.,Jason Moore,118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,"The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",Luc Besson,111,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
676,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",Kevin Smith,101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
677,"After losing his mother, a young boy is sent to a foster home with other orphans his age where he begins to learn the meaning of trust and true love.",Claude Barras,66,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,"As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.",Asger Leth,102,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
679,"A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more.",Ivan Reitman,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
680,A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,Werner Herzog,120,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,"When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.",Pierre Coffin,98,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
682,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,Scott Frank,114,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
683,Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.,Edgar Wright,109,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
684,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,Martin McDonagh,110,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,"The warrior Beowulf must fight and defeat the monster Grendel who is terrorizing Denmark, and later, Grendel's mother, who begins killing out of revenge.",Robert Zemeckis,115,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",Kenneth Branagh,105,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
687,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",Mikael Håfström,104,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
688,Lit professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation is his relationship with one of his students. Will Bennett risk his life for a second chance?,Rupert Wyatt,111,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
689,A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.,Mike Newell,116,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
690,"A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""",James Ponsoldt,95,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
691,"The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil.",Amma Asante,111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
692,"In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord.",François Simard,93,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,A young couple take in their two nieces only to suspect that a foreboding evil has latched itself to their family.,Andrés Muschietti,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
694,A husband and wife who recently lost their baby adopt a nine year-old girl who is not nearly as innocent as she claims to be.,Jaume Collet-Serra,123,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
695,"The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.",Woody Allen,112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
696,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,Wes Anderson,87,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",Spike Lee,129,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
698,"An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",Danny Boyle,94,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,John R. Leonetti,99,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
700,A traveling theater company gives its audience much more than they were expecting.,Terry Gilliam,123,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
701,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",Stephen Sommers,118,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
702,"The story of Christine Chubbuck, a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career.",Antonio Campos,119,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,"Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events.",Jason Friedberg,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,"Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon.",Sylvester Stallone,102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
705,"School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?",David Bowers,94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
706,A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,Cary Joji Fukunaga,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
707,A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.,Andy Tennant,112,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.,Larry Charles,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,"Five married guys conspire to secretly share a penthouse loft in the city--a place where they can carry out hidden affairs and indulge in their deepest fantasies. But the fantasy becomes a nightmare when they discover the dead body of an unknown woman in the loft, and they realize one of the group must be involved.",Erik Van Looy,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
710,A film about compromises and the implications of the parent's role.,Cristian Mungiu,128,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.,Dennis Dugan,113,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",Sean Anders,108,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,The vacation of a famous rock star and a filmmaker in Italy is disrupted by the unexpected visit of an old friend and his daughter.,Luca Guadagnino,125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
714,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,Lars von Trier,135,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",Ron Clements,97,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,"With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.",Tony Scott,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
717,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.",Robert Zemeckis,138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
718,"An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.",Tim Johnson,94,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,"In the world of high-end art auctions and antiques, Virgil Oldman is an elderly and esteemed but eccentric genius art-expert, known and appreciated by the world. Oldman is hired by a ... See full summary »",Giuseppe Tornatore,131,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
720,This movie is about Jackie Robinson and his journey to becoming a Brooklyn Dodger and his life during that time.,Brian Helgeland,128,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721,"""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",Robert Luketic,123,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
722,A chance encounter between a disgraced music-business executive and a young singer-songwriter new to Manhattan turns into a promising collaboration between the two talents.,John Carney,104,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
723,"When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice.",Scott Cooper,116,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
724,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",Woody Allen,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
725,"The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance: However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a tyro in martial arts.",Mark Osborne,92,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
726,"As their surrounding community has taken a turn for the worse, the crew at Calvin's Barbershop come together to bring some much needed change to their neighborhood.",Malcolm D. Lee,111,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",McG,115,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",Richard LaGravenese,123,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,"A suburban American family is being stalked by a group of psychotic people who live in the desert, far away from civilization.",Alexandre Aja,107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
730,"A grief-stricken mother takes on the LAPD to her own detriment when it stubbornly tries to pass off an obvious impostor as her missing child, while also refusing to give up hope that she will find him one day.",Clint Eastwood,141,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
731,"A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder.",Allen Coulter,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
732,"Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all find themselves living through their own terrible, horrible, no good, very bad day.",Miguel Arteta,81,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
733,"Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.",Steven Knight,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,"In the aftermath of his girlfriend's mysterious death, a young man awakens to find strange horns sprouting from his temples.",Alexandre Aja,120,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
735,"In 1951, Marcus, a working-class Jewish student from New Jersey, attends a small Ohio college, where he struggles with sexual repression and cultural disaffection, amid the ongoing Korean War.",James Schamus,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
736,Twenty-four male students out of seventy-five were selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.,Kyle Patrick Alvarez,122,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
737,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",David Bowers,99,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
738,Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fianceé in response .,J.J. Abrams,126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
739,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",Hannes Holm,116,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",James Wong,85,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
741,A group of teenagers look to save their town from an invasion of North Korean soldiers.,Dan Bradley,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
742,"After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.",Lone Scherfig,107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
743,Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident.,Greg Berlanti,114,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
744,"Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes to plan.",Juan Carlos Fresnadillo,100,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
745,"After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world.",Jonathan Levine,98,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
746,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",Woody Allen,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,Jon M. Chu,110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
748,"Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",Jonathan Liebesman,99,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
749,Japan is plunged into chaos upon the appearance of a giant monster.,Hideaki Anno,120,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,"Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",John Lee Hancock,125,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,"A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program.",Wally Pfister,119,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
752,"When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.",Carlos Saldanha,96,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,"In an emotionless utopia, two people fall in love when they regain their feelings from a mysterious disease, causing tensions between them and their society.",Drake Doremus,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
754,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",Alejandro González Iñárritu,143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,"The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",Terrence Malick,139,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
756,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,Scott Hicks,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
757,"After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents.",Alexandre Aja,88,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
758,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",Jonathan Levine,100,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
759,"In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot.",Shawn Levy,127,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
760,A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,Michael Patrick King,145,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
761,"In Thailand, John Rambo joins a group of missionaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.",Sylvester Stallone,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
